Unnamed: 0,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom_Cognom,Nascuda_Espanya,Data de naixament,Edat
804,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1445.8500000000001,No,1.0,Grup A,Toni Martínez Castells,Si,1957-10-23,68
813,Matías,Fernández,Argentina,Buenos Aires,28,4,1953,Home,1315.65,No,1.0,Grup A,Matías Fernández,No,1953-04-28,72
814,Joan,García,Espanya,València,1,4,1977,Home,1670.5500000000002,Si,,Grup A,Joan García,Si,1977-04-01,48
815,Joan,López,Espanya,Sevilla,12,8,1992,Home,1025.8500000000001,No,1.0,Grup A,Joan López,Si,1992-08-12,33
817,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1526.7,No,1.0,Grup A,Amina Zahraoui Zahraoui,No,1973-04-20,52
820,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1164.45,Si,,Grup A,Youssef Fassi Zahraoui,No,1974-07-13,51
823,Michel,Lefevre,França,Marsella,28,1,1988,Home,1176.0,No,1.0,Grup A,Michel Lefevre,No,1988-01-28,38
824,Tomás,Fernández Fernández,Argentina,Còrdova,13,6,1964,Home,1090.95,No,1.0,Grup A,Tomás Fernández Fernández,No,1964-06-13,61
825,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,Si,,Grup A,Carlos Ramírez Cruz,No,1971-12-28,54
826,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1642.2,Si,,Grup A,Oriol Castells,Si,1998-03-27,27
827,Lukas,Müller Schmidt,Alemanya,Munic,23,2,2005,Home,1651.65,No,1.0,Grup A,Lukas Müller Schmidt,No,2005-02-23,20
828,Núria,García,Espanya,València,11,4,1993,Dona,838.95,No,1.0,Grup A,Núria García,Si,1993-04-11,32
830,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,1024.8,Si,,Grup A,Arnau Sánchez,Si,1973-10-28,52
837,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1276.8,No,1.0,Grup A,Fatima Zahraoui Zahraoui,No,1993-02-06,33
838,Eva,García,Espanya,València,22,6,1993,Dona,1516.2,No,1.0,Grup A,Eva García,Si,1993-06-22,32
839,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1412.25,No,1.0,Grup A,Pau Romero,Si,1953-02-20,72
843,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1458.45,No,1.0,Grup A,Marta Sánchez,Si,1999-03-17,26
844,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1415.4,Si,,Grup A,Oriol Martínez,Si,1977-07-22,48
848,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,939.75,No,1.0,Grup A,Oriol Sánchez García,Si,1993-05-21,32
849,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1397.55,No,1.0,Grup A,Carla Castells Ferrer,Si,1952-07-20,73
850,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,792.75,No,1.0,Grup A,Carla Martínez Castells,Si,1980-10-21,45
854,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1256.8500000000001,No,1.0,Grup A,Isla Jones Brown,No,1999-03-28,26
856,Louis,Lefevre Girard,França,París,23,10,1970,Home,773.85,Si,,Grup A,Louis Lefevre Girard,No,1970-10-23,55
857,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1500.45,Si,,Grup A,Pau Romero Castells,Si,1968-08-08,57
860,Anna,López,Espanya,Madrid,2,1,1952,Dona,1115.1000000000001,Si,,Grup A,Anna López,Si,1952-01-02,74
864,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1334.55,Si,,Grup A,Omar Zahraoui Zahraoui,No,1983-07-01,42
865,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1191.75,Si,,Grup A,Oriol López Romero,Si,1983-05-22,42
867,Santiago,Rojas,Colòmbia,Bogotà,5,4,1987,Home,870.45,No,1.0,Grup A,Santiago Rojas,No,1987-04-05,38
869,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1307.25,Si,,Grup A,Arnau Romero Martínez,Si,1962-05-07,63
871,Lea,Fischer,Alemanya,Berlín,9,9,1986,Dona,1438.5,Si,,Grup A,Lea Fischer,No,1986-09-09,39
872,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1475.25,Si,,Grup A,William Smith,No,1997-05-19,28
874,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1717.8000000000002,Si,,Grup A,Marc Ferrer,Si,1954-04-27,71
875,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,No,1.0,Grup A,Luisa González Hernández,No,2005-04-19,20
876,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,956.5500000000001,No,1.0,Grup A,Carla Ferrer,Si,1969-12-13,56
878,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1591.8,Si,,Grup A,Laia Castells Ferrer,Si,1971-05-07,54
882,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1498.3500000000001,No,1.0,Grup A,Laia Sánchez Martínez,Si,1971-02-10,54
886,Eva,López Castells,Espanya,Sevilla,4,12,2004,,917.7,Si,,Grup A,Eva López Castells,Si,2004-12-04,21
887,Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1745.1000000000001,No,1.0,Grup A,Oriol Castells,Si,1987-12-03,38
888,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1713.6000000000001,No,1.0,Grup A,Joan Sánchez,Si,1982-03-18,43
889,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1058.4,No,1.0,Grup A,Marc Castells,Si,1974-03-24,51
891,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,1016.4000000000001,No,1.0,Grup A,Marc Sánchez Ferrer,Si,1998-04-01,27
892,Anna,Sánchez,Espanya,València,5,6,1988,Dona,1013.25,No,1.0,Grup A,Anna Sánchez,Si,1988-06-05,37
898,Julieta,Fernández,Argentina,Buenos Aires,28,1,1961,Dona,1567.65,Si,,Grup A,Julieta Fernández,No,1961-01-28,65
899,Antoine,Lefevre,França,Lió,17,6,1999,Home,1303.05,No,1.0,Grup A,Antoine Lefevre,No,1999-06-17,26
900,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,764.4,Si,,Grup A,Laia Martínez Romero,Si,1957-12-28,68
901,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1190.7,No,1.0,Grup A,Jordi Romero García,Si,1972-02-17,53
903,Anna,García García,Espanya,Madrid,8,5,2003,Dona,889.35,Si,,Grup A,Anna García García,Si,2003-05-08,22
906,Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1371.3,Si,,Grup A,Jordi Castells,Si,1963-02-06,62
907,Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,1037.4,No,1.0,Grup A,Núria Martínez,Si,1971-03-10,54
908,Núria,García,Espanya,Bilbao,15,6,2001,Dona,732.9,Si,,Grup A,Núria García,Si,2001-06-15,24
912,Martina,Gómez,Argentina,Buenos Aires,5,12,1963,Dona,1042.65,No,1.0,Grup A,Martina Gómez,No,1963-12-05,62
913,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,758.1,No,1.0,Grup A,Luisa Cruz Ramírez,No,1985-02-19,40
914,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,717.15,Si,,Grup A,Núria Romero,Si,1974-04-09,51
915,Marc,López García,Espanya,Bilbao,10,9,2005,Home,1333.5,No,1.0,Grup A,Marc López García,Si,2005-09-10,20
916,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,805.35,Si,,Grup A,Anna Sánchez,Si,1971-07-17,54
918,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1485.75,No,1.0,Grup A,Núria Romero,Si,1956-03-09,69
919,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1462.65,No,1.0,Grup A,Clara Ferrer Castells,Si,1998-07-25,27
920,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1195.95,No,1.0,Grup A,Joan Martínez Castells,Si,1985-10-04,40
921,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1294.65,No,1.0,Grup A,Núria Ferrer,Si,1995-04-26,30
922,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1499.4,No,1.0,Grup A,Pau Ferrer,Si,1997-03-06,28
924,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1185.45,Si,,Grup A,Pau López Ferrer,Si,1960-04-13,65
934,Anna,García,Espanya,Madrid,15,3,1960,Dona,1186.5,Si,,Grup A,Anna García,Si,1960-03-15,65
939,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1066.8,No,1.0,Grup A,Jordi López Romero,Si,1978-12-17,47
940,Toni,García,Espanya,València,4,5,1952,Home,1132.95,No,1.0,Grup A,Toni García,Si,1952-05-04,73
942,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1699.95,No,1.0,Grup A,Youssef Bennani El Amrani,No,1960-09-05,65
943,Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1582.3500000000001,No,1.0,Grup A,Clara Romero,Si,2004-12-05,21
946,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,936.6,No,1.0,Grup A,Carla Sánchez Romero,Si,2005-01-22,21
949,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1079.4,No,1.0,Grup A,Núria Martínez Ferrer,Si,1976-11-04,49
950,Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Home,1338.75,No,1.0,Grup A,Felipe Gutiérrez,No,1989-11-13,36
951,Toni,Romero,Espanya,Sevilla,26,9,1952,,1283.1000000000001,Si,,Grup A,Toni Romero,Si,1952-09-26,73
953,Eva,García,Espanya,Bilbao,13,9,1978,Dona,1172.8500000000001,No,1.0,Grup A,Eva García,Si,1978-09-13,47
954,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1298.8500000000001,No,1.0,Grup A,Isla Taylor Smith,No,1965-05-07,60
956,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,784.35,No,1.0,Grup A,Oriol Sánchez,Si,1986-02-05,40
957,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,976.5,No,1.0,Grup A,Jean Girard Lefevre,No,1960-12-28,65
958,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1336.65,No,1.0,Grup A,Oriol Sánchez García,Si,1965-07-16,60
961,Clara,Romero García,Espanya,València,8,2,1989,Dona,1308.3,Si,,Grup A,Clara Romero García,Si,1989-02-08,36
962,Toni,López,Espanya,Bilbao,3,6,1956,Home,899.85,No,1.0,Grup A,Toni López,Si,1956-06-03,69
963,Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,999.6,Si,,Grup A,Laia Romero,Si,1966-09-17,59
966,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1321.95,No,1.0,Grup A,Núria García Castells,Si,1986-12-23,39
967,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1396.5,Si,,Grup A,Marc Castells Castells,Si,1955-12-18,70
968,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1282.05,No,1.0,Grup A,Toni Romero Martínez,Si,1980-09-15,45
974,Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1756.65,Si,,Grup A,Jordi Romero,Si,1952-09-06,73
975,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,962.85,No,1.0,Grup A,Oriol García Castells,Si,1987-05-08,38
978,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1067.8500000000001,No,1.0,Grup A,William Taylor,No,1957-10-11,68
979,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1230.6000000000001,Si,,Grup A,Arnau Martínez,Si,1996-10-09,29
980,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1504.65,No,1.0,Grup A,Chloé Girard Girard,No,1956-12-17,69
982,Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Home,1199.1000000000001,Si,,Grup A,Felipe Gutiérrez,No,1953-09-17,72
983,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1446.9,No,1.0,Grup A,Élise Moreau Moreau,No,1992-06-10,33
986,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.8500000000001,Si,,Grup A,Andrés Ramírez Hernández,No,1956-09-02,69
989,Jean,Dubois,França,Lió,13,2,1960,Home,1051.05,Si,,Grup A,Jean Dubois,No,1960-02-13,65
992,Toni,López,Espanya,Sevilla,20,10,1950,,1614.9,No,1.0,Grup A,Toni López,Si,1950-10-20,75
993,Laia,López,Espanya,Barcelona,8,3,1970,Dona,1380.75,No,1.0,Grup A,Laia López,Si,1970-03-08,55
996,Joan,García,Espanya,Sevilla,11,4,1959,Home,1019.5500000000001,No,1.0,Grup A,Joan García,Si,1959-04-11,66
997,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,716.1,No,1.0,Grup A,Laia Ferrer Martínez,Si,1980-11-11,45
999,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1277.8500000000001,No,1.0,Grup A,Clara Sánchez López,Si,1952-08-01,73
